"","donor 1_unstim","donor 1_LPS","donor 2_unstim","donor 2_LPS","donor 3_unstim","donor 3_LPS","donor 4_unstim","donor 4_LPS"
"ENSG00000184210",0,0,0,0,0,0,0,0
"ENSG00000242657",0,0,0,0,0,0,0,0
"ENSG00000204195",0,2,0,1,0,0,0,0
"ENSG00000200473",0,0,0,0,0,0,0,0
"ENSG00000186912",6,4,4,3,4,2,2,1
"ENSG00000120500",2,2,2,1,3,0,2,0
"ENSG00000147127",2,1,5,2,3,1,1,1
"ENSG00000120509",511,260,365,223,592.0001,369,448,381
"ENSG00000090889",32,6,162.9876,14,84.8778,12,63,30
"ENSG00000231053",0,0,0,0,0,0,0,0
"ENSG00000201377",0,0,0,0,0,0,0,0
"ENSG00000130055",0,0,0,0,0,0,0,0
"ENSG00000284391",0,0,0,0,0,0,0,1
"ENSG00000082458",6,3,3,3,3,2,0,8
"ENSG00000200431",0,0,0,0,0,0,0,0
"ENSG00000231651",0,0,0,0,0,0,0,0
"ENSG00000120498",0,0,0,0,0,0,0,0
"ENSG00000230187",0,0,0,0,0,0,0,0
"ENSG00000277492",0,0,0,0,0,0,0,0
"ENSG00000280704",0,0,0,0,0,0,0,0
"ENSG00000213747",0,0,0,0,0,0,0,0
"ENSG00000165349",0,0,0,0,0,0,0,0
"ENSG00000230629",0,0,2,0,2,0,0,2
"ENSG00000229324",1,1,0,1,0,0,0,0
"ENSG00000212605",0,0,1,0,0,0,0,0
"ENSG00000227536",30,21,14,14,18,3,4,5
"ENSG00000147164",2396,1113.9999,1901,1111.9999,2831.0002,1589,2573,2097
"ENSG00000184481",476,339,345,388,361,843,377,1302
"ENSG00000204165",5.606,0,0,3.9933,2.9973,0,0,2
"ENSG00000285171",8.447,27.623,8.3353,11.2577,11.6694,23.9468,8.1706,0
"ENSG00000147168",4274.9468,3270.3772,2524.6646,2152.749,5116.3335,3753.0535,1890.8293,2968.0002
"ENSG00000184634",2184,1565.9999,1685.0001,1492.9999,2246.9998,2840,2214,2734
"ENSG00000196338",62,65,42,67,45,60,32,38
"ENSG00000228427",75,35,41,35,67,33,66,54
"ENSG00000169562",0,0,0,0,0,0,0,0
"ENSG00000147130",1993.9999,787,1465,781,2067,1561.0001,1458.9999,1179
"ENSG00000147140",7265,4381,5598,4092.9998,7962,5847.0005,7150,6335
"ENSG00000147166",12,17,9,5,7,5,3,3
"ENSG00000224208",1,1,0,0,0,0,0,0
"ENSG00000213706",0,0,0,0,0,0,0,0
"ENSG00000147133",1575.6965,1049.9938,1178.0071,1001.9911,1388,1265.793,1438.0001,1344
"ENSG00000275975",0,0,0,0,1,0,0,0
"ENSG00000229601",1,1,2,0,0,2,1,0
"ENSG00000213018",5,9,2,8,3,3,4,0
"ENSG00000199751",0,0,0,0,0,0,0,0
"ENSG00000243468",17.7323,9,5.9929,4,25,2,3,0
"ENSG00000215120",0,0,0,0,0,1.1919,0,0
"ENSG00000147162",4725.0005,2446,3124.0002,2121.0002,2989.0002,2407,2248.0002,1433
"ENSG00000147174",39,25,34,26,34,23,22,9
"ENSG00000186810",12,15,9,14,3,4,2,8
"ENSG00000237265",2,0,0,0,0,0,0,0
"ENSG00000283599",0,0,0,0,0,0,0,0
"ENSG00000230934",0,0,0,0,0,0,0,0
"ENSG00000281852",15,10,51,37,88,43,37,27
"ENSG00000215115",0,0,0,0,0,0,0,0
"ENSG00000226870",0,0,0,0,0,0,0,0
"ENSG00000237182",0,0,0,0,0,0,0,0
"ENSG00000237717",0,0,0,0,0,0,0,0
"ENSG00000234442",0,0,0,0,0,0,0,0
"ENSG00000215113",0,0,0,0,0,0,0,0
"ENSG00000224617",0,0,0,0,0,0,0,0
"ENSG00000229030",0,0,0,0,0,0,0,0
"ENSG00000283178",0,0,0,2,0,0,0,0
"ENSG00000204131",764.0001,26,365,21,411,21,646,31
"ENSG00000201392",0,0,0,0,0,0,0,0
"ENSG00000196933",3.0558,0,2.0351,3.0623,0,0,0,0
"ENSG00000242732",675,330,538,622,651,756,719,595
"ENSG00000225471",0,0,0,0,0,0,0,0
"ENSG00000102309",159,70,144,107,175,124,204,229
"ENSG00000239577",1,8,1,2,0,0,0,0
"ENSG00000186871",33,29,54,33,25,20,30,2
"ENSG00000198034",4667,1673.9474,6103,2436,3583,1935,6450.959,3589
"ENSG00000238926",0,0,0,0,0,0,0,0
"ENSG00000125931",3,1,1,4,0,7,3,2
"ENSG00000285547",0,4.5812e-19,0,0,0,0,3.5712e-09,6.0943
"ENSG00000147099",827,836.9999,748.9999,970.9999,644,743.9999,572.9999,631.9056
"ENSG00000222810",0,1,0,1,0,0,1,0
"ENSG00000067177",128,84,188,91,372,47,155,22
"ENSG00000225858",0,0,0,0,0,0,0,0
"ENSG00000231944",0,0,0,0,1,0,0,0
"ENSG00000273788",0,0,0,0,0,0,0,0
"ENSG00000213698",0,0,0,0,0,0,0,0
"ENSG00000201271",0,0,0,0,0,0,0,0
"ENSG00000184911",0,0,0,0.5,0,0,0,0
"ENSG00000269911",1,0,0,0,0,0,1,2
"ENSG00000268994",0,0,0,0,0,0,0,0
"ENSG00000225396",0,0,0,0,0,0,0,0
"ENSG00000269502",0,0,0,0.5,0,0,0,0
"ENSG00000283594",0,0,0,0,0,0,0,0
"ENSG00000275520",0,0,0,0,0,0,0,0
"ENSG00000226725",0,0,0,0,0,0,0,0
"ENSG00000184388",0,0,0,0,0,0,0,0
"ENSG00000186288",0,0,0,0,0,0,0,0
"ENSG00000231963",0,0,0,0,0,0,0,0
"ENSG00000204118",0,0,0,0,0,2,0,1
"ENSG00000186462",1,3,0,0,0,0,0,9
"ENSG00000230311",0,0,0,0,0,0,0,0
"ENSG00000237014",0,0,0,0,0,0,0,0
"ENSG00000225664",0,0,0,0,0,0,0,0
"ENSG00000207486",0,0,0,0,0,0,0,0
"ENSG00000131264",0,0,0,0,0,0,0,0
"ENSG00000233162",0,0,0,0,0,0,0,0
"ENSG00000269904",0,1.0363,0,0,0,0,0,0
"ENSG00000237475",0,0,0,0,0,0,0,0
"ENSG00000204116",9,45,10,49,6,91,9,32
"ENSG00000230146",0,0,0,0,0,0,0,0
"ENSG00000270641",13.7594,5.7552,22.1277,60.0583,1.17,3.7503,31.1762,31.1739
"ENSG00000229807",20.2406,10.2448,14565.8711,14985.9424,26.83,15.2497,8045.8242,3263.8394
"ENSG00000274655",0,0,0,0,0,0,0,0
"ENSG00000277577",0,0,0,0,0,0,0,0
"ENSG00000278039",0,0,0,0,0,0,0,0
"ENSG00000182707",0,0,0,0,0,0,0,0
"ENSG00000230590",2517.9204,4282.6387,1924.2532,4151.9912,1263.3656,2489.6875,963.7723,978.1473
"ENSG00000225470",135.312,169.9178,105.2345,188.6275,75.1501,88.1019,90.9706,54.7626
"ENSG00000274430",0,0,0,0,0,0,0,0
"ENSG00000276784",0,0,0,0,0,0,0,0
"ENSG00000228906",4,14,17,12,2,3,5,1
"ENSG00000271199",2,1,1,3,0,0,0,0
"ENSG00000233984",0.6446,3.0182,0,0.1084,0,0,0,0
"ENSG00000203397",1,5,4,2,0,0,0,0
"ENSG00000234969",9.0161,16.6135,4.9944,17.3108,4.0034,0,3.8496,1.3302
"ENSG00000223650",26,89,15,65,8,15,2,1
"ENSG00000232928",16,36,10.512,21.2728,1,2,0,0
"ENSG00000280375",2,29,3,8,0,1,0,0
"ENSG00000230986",0,0,0,0,0,0,0,0
"ENSG00000224430",66,126,30,150,13,27,7,5
"ENSG00000231549",2,0,0,0,0,0,0,0
"ENSG00000204113",55,146,26,106,4,31,6,5
"ENSG00000228492",261.2881,463.1208,174.0447,422.8641,109.5084,184.2805,46.4091,27.7646
"ENSG00000271533",468,693,331,741,161,315,111,66
"ENSG00000202566",0,0,0,0,0,0,0,0
"ENSG00000212027",0,0,0,0,0,0,0,0
"ENSG00000283534",0,0,0,0,0,0,0,0
"ENSG00000265727",139,230,95,206,48,95,36,17
"ENSG00000278421",0,0,0,0,0,0,0,0
"ENSG00000273974",0,0,0,0,0,0,0,0
"ENSG00000275254",0,0,0,0,0,0,0,0
"ENSG00000275625",0,0,0,0,0,0,0,0
"ENSG00000207820",0,0,0,0,0,0,0,0
"ENSG00000199168",0,0,0,0,0,0,0,0
"ENSG00000277922",0,0,0,0,0,0,0,0
"ENSG00000187969",0,0,0,0,0,0,0,0
"ENSG00000226515",0,0,0,0,0,0,0,0
"ENSG00000213269",0,0,0,0,0,0,0,0
"ENSG00000239745",0,0,0,0,0,0,0,0
"ENSG00000230665",0,0,0,0,0,0,0,0
"ENSG00000213695",0,0,0,0,0,0,0,0
"ENSG00000147100",11,10,17,13,10,9,5,4
"ENSG00000231206",0,0,0,0,0,0,0,0
"ENSG00000230673",5,4,3,6,2,3,2,0
"ENSG00000131263",3272,1810,2790,2321,3342,3425,3367,2118
"ENSG00000199885",0,0,0,0,0,0,0,0
"ENSG00000050030",0,0,1,0,0,21,1,11
"ENSG00000271589",0,0,0,0,0,0,0,0
"ENSG00000131269",710.0665,419.2025,638.9999,473,871,771,764.0157,737.0001
"ENSG00000094841",347,248,338,286,395,333,373,302
"ENSG00000229661",0,0,0,0,0,0,1,0
"ENSG00000199601",0,0,0,0,0,0,0,0
"ENSG00000232186",12,3.1695,10,10.6011,3,7.4667,3,0
"ENSG00000102383",24,10,7,7,10,7,4,0
"ENSG00000233254",0,1,1,1,0,0,0,0
"ENSG00000237089",0,0,0,0,0,0,0,0
"ENSG00000224775",0,0,2,0,0,0,0,0
"ENSG00000215105",26.0093,26.0472,25.0603,24.0512,38.0935,31.03,36.129,9.0376
"ENSG00000186675",0,3,0,0,0,0,0,0
"ENSG00000233063",0,0,0,0,0,0,0,0
"ENSG00000226753",0,0,0,0,0,0,0,0
"ENSG00000226854",0,0,0,0,0,0,0,0
"ENSG00000232332",0,0,0,0,0,0,0,0
"ENSG00000102390",946,404,705,420,1091,335,935,346
"ENSG00000237252",0,1,0,0,0,0,0,0
"ENSG00000201826",0,0,0,0,0,0,0,0
"ENSG00000274398",0,0,0,1,2,0,0,0
"ENSG00000213684",0,0,0,0,0,0,0,0
"ENSG00000198934",8,7,26,14,9,3,19,8
"ENSG00000223259",0,0,0,0,0,0,0,0
"ENSG00000235447",0,0,0,0,0,0,0,0
"ENSG00000280870",0,0,0,0,0,0,0,0
"ENSG00000283242",0,0,0,0,0,0,0,0
"ENSG00000207995",0,0,0,0,0,0,0,0
"ENSG00000201447",0,0,0,0,0,0,0,0
"ENSG00000234404",0,0,0,0,0,0,0,0
"ENSG00000196468",0,0,0,0,0,0,0,0
"ENSG00000085224",2969.9998,1953.9998,2363,2075,2099,3068,2096.0002,1315.0001
"ENSG00000237106",1,2,0,0,0,0,0,0
"ENSG00000102158",3438.866,2185.9998,2550,2178,4349,3751,3901,3411
"ENSG00000200906",0,0,0,0,0,0,0,0
"ENSG00000263410",0,0,0,0,0,0,0,0
"ENSG00000131174",1323,504.1284,1207,418.0316,1406,500,1324,525
"ENSG00000165240",2267.4458,481.0234,1475.9163,431.1664,2839.7683,1552.5691,2256.0649,747.2762
"ENSG00000102144",23834.9023,22405.7813,16303.9736,14164,21569.9414,31327,18712.9434,32448.9883
"ENSG00000248503",40.6523,4.0005,13.0837,14.8336,12.2912,3.4309,20.9914,4.7344
"ENSG00000226784",20.4918,20.405,13.3227,9.0887,10.6683,9.998,7.022,9.5867
"ENSG00000187325",109,80,112,72,97,113,79,72
"ENSG00000223592",0,0,0,0,0,0,0,0
"ENSG00000173198",39,36,133,88,52,25,30,34
"ENSG00000224755",0,0,0,0,0,0,0,0
"ENSG00000235061",0,0,0,0,0,0,1,0
"ENSG00000179300",0,2,0,0,0,0,0,2
"ENSG00000271433",0,0,0,0,0,0,0,0
"ENSG00000147145",0,3,2,5,0,7,0,2
"ENSG00000227645",0,0,0,0,0,0,0,0
"ENSG00000283622",0,0,0,0,0,0,0,0
"ENSG00000078589",6,13,3,13,4,10,1,11
"ENSG00000232168",0,0,0,0,0,0,0,0
"ENSG00000147138",5.2327,22,4,20,1.0003,50,0,13
"ENSG00000271005",0,0,0,0,0,0,0,0
"ENSG00000225025",0,0,0,0,0,0,0,0
"ENSG00000078596",0,2,0,2,2,5,0,7
"ENSG00000270268",0,0,0,0,0,0,0,0
"ENSG00000122145",0,0,0,0,0,0,0,0
"ENSG00000278530",0,0,1,0,0,0,0,0
"ENSG00000174016",0,0,0,0,0,0,0,2
"ENSG00000230247",0,0,0,0,0,0,0,0
"ENSG00000228051",0,0,0,0,0,0,0,0
"ENSG00000228612",0,1,0,0,3,0,0,3
"ENSG00000165288",1064,1065,621,965.0001,609,1181,699,759.9999
"ENSG00000225715",2,9,5,7,5,0,1,0
"ENSG00000239008",0,0,0,0,0,0,0,0
"ENSG00000212623",0,0,0,0,0,0,0,0
"ENSG00000073905",0,1,0,0,0,0,0,0
"ENSG00000212546",1,0,0,0,0,0,0,0
"ENSG00000284618",0,0,0,1,0,0,0,0
"ENSG00000198157",51,33,46,37,50,70,40,30
"ENSG00000131171",8439.999,3407,5571,3223,9597,5284,7560.9995,4150
"ENSG00000231875",38,11,24,18,10,17,10,3
"ENSG00000224523",3,1,0,0,1,0,0,0
"ENSG00000233446",0,0,0,0,0,0,0,0
"ENSG00000206826",0,0,0,0,0,0,0,0
"ENSG00000228041",0,0,0,0,0,0,0,0
"ENSG00000213653",0,0,0,0,0,0,0,0
"ENSG00000202183",0,0,0,0,0,0,0,0
"ENSG00000236365",0,0,0,0,0,0,0,0
"ENSG00000232735",0,0,0,0,0,0,0,0
"ENSG00000279437",0,0,0,0,0,0,0,0
"ENSG00000196767",0,0,0,0,0,0,0,0
"ENSG00000236870",0,0,0,0,0,0,0,0
"ENSG00000215102",0,0,0,0,0,0,0,0
"ENSG00000183035",0,0,0,0,0,0,0,0
"ENSG00000072133",2,1,1,1,3,1,2,1
"ENSG00000221494",0,0,0,0,0,0,0,0
"ENSG00000165259",31,191,46,175,69,99,29,94
"ENSG00000233484",0,0,0,0,0,0,0,0
"ENSG00000237211",0,0,0,0,0,0,0,0
"ENSG00000229547",0,0,0,0,0,0,0,0
"ENSG00000230781",0,0,0,0,0,0,0,0
"ENSG00000155008",875.7681,355,720,325,900,495,957,398
"ENSG00000184788",1.2319,0,0,0,0,0,0,0
"ENSG00000283446",0,0,0,0,0,0,0,0
"ENSG00000276391",0,0,0,0,0,0,0,0
"ENSG00000235461",0,0,0,0,0,0,0,0
"ENSG00000147180",37,4,31,9,45,14,16,1
"ENSG00000124429",0,0,1,0,2,1,0,0
"ENSG00000283435",0,0,0,0,0,0,0,0
"ENSG00000223707",0,3,0,0,0,0,0,0
"ENSG00000276892",0,0,0,0,0,0,0,0
"ENSG00000188419",1046,556,959,595.4406,1130.9999,894,1083,622
"ENSG00000199051",0,0,0,0,0,0,0,0
"ENSG00000199567",1,0,0,0,2,0,0,0
"ENSG00000234039",0,0,0,0,0,0,0,0
"ENSG00000225536",0,0,1,0,0,0,0,0
"ENSG00000223574",0,0,0,0,0,0,0,0
"ENSG00000126733",1,0,0,0,0,0,0,0
"ENSG00000215093",0,1,0,0,0,0,0,0
"ENSG00000223772",0,0,0,0,0,0,0,0
"ENSG00000277717",0,0,0,0,0,0,0,0
"ENSG00000231478",0,0,0,0,0,0,0,0
"ENSG00000271290",0,0,0,0,0,0,0,0
"ENSG00000236190",0,0,0,0,0,0,0,0
"ENSG00000271457",0,0,0,0,0,0,0,0
"ENSG00000200422",0,0,0,0,0,0,0,0
"ENSG00000230478",0,0,0,0,0,0,0,0
"ENSG00000102271",0,0,2,0,1,0,3,0
"ENSG00000237506",0,0,0,0,0,0,1,0
"ENSG00000282914",0,0,0,0,0,0,0,0
"ENSG00000271205",0,0,0,0,0,0,0,0
"ENSG00000270446",0,0,0,0,0,0,0,0
"ENSG00000271056",0,0,0,0,0,0,0,0
"ENSG00000230706",0,0,0,0,0,0,0,0
"ENSG00000230956",0,0,0,0,0,0,0,0
"ENSG00000252016",0,0,0,0,0,0,0,0
"ENSG00000271693",0,0,0,0,0,0,0,0
"ENSG00000147183",0,0,0,0,0,0,0,0
"ENSG00000271157",0,0,0,0,0,0,0,0
"ENSG00000232576",0,0,0,0,0,0,0,0
"ENSG00000270745",0,0,0,0,0,0,0,0
"ENSG00000224065",0,0,0,0,0,0,0,0
"ENSG00000225012",0,0,0,0,0,0,0,0
"ENSG00000153779",1,0,0,0,0,0,0,0
"ENSG00000227581",0,0,0,0,0,0,0,0
"ENSG00000226081",0,0,0,1,0,0,0,0
"ENSG00000274022",0,0,0,0,0,0,0,0
"ENSG00000227434",0,0,0,0,0,0,0,0
"ENSG00000229667",0,0,0,0,0,0,0,0
"ENSG00000207515",0,0,0,0,0,0,0,0
"ENSG00000206062",0,0,0,0,0,0,0,0
"ENSG00000234161",0,0,0,0,0,0,0,0
"ENSG00000236413",0,0,0,0,0,0,0,0
"ENSG00000174740",1,0,0,0,0,0,1,0
"ENSG00000230275",0,0,0,0,0,0,0,0
"ENSG00000102290",6.2796,8.615,1.0066,0,6,0,0,2.0003
"ENSG00000222440",0,0,0,0,0,0,0,0
"ENSG00000234702",0,0.9851,0,0,0,0,0,0
"ENSG00000229132",0,0,0,0,0.9751,2,1,0
"ENSG00000215089",0,0,0,0,0,0,0,0
"ENSG00000230543",0,0,0,0,0,0,0,0
"ENSG00000225912",0,0,0,0,0,0,0,0
"ENSG00000285445",0,0,0,0,0,0,0,0
"ENSG00000237873",0,0,0,0,0,0,0,0
"ENSG00000234130",0,0,0,0,0,0,0,0
"ENSG00000234322",0,0,0,0,0,0,0,0
"ENSG00000237381",0,0,0,0,0,0,0,0
"ENSG00000228301",0,0,0,0,0,0,0,0
"ENSG00000186310",0,1,0,0,1,4,0,1
"ENSG00000179083",1,0,0,0,0,0,0,0
"ENSG00000270826",0,0,0,0,0,0,0,0
"ENSG00000212495",0,0,0,0,0,0,0,0
"ENSG00000202410",0,0,0,0,0,0,0,0
"ENSG00000227521",0,0,0,0,0,0,0,0
"ENSG00000232293",1,0,0,0,0,0,0,0
"ENSG00000231001",0,0,0,0,0,0,0,0
"ENSG00000221187",0,0,0,0,0,0,0,0
"ENSG00000271094",0,0,0,0,0,0,0,0
"ENSG00000223467",0,0,0,0,0,0,0,0
"ENSG00000201567",0,0,0,0,0,0,0,0
"ENSG00000215085",0,0,0,0,0,0,0,0
"ENSG00000236185",0,0,0,0,0,0,0,0
"ENSG00000226307",0,0,0,0,0,0,0,0
"ENSG00000235425",0,0,0,0,0,0,0,0
"ENSG00000270583",0,0,0,0,0,0,0,0
"ENSG00000232842",0,0,0,0,0,0,0,0
"ENSG00000242998",0,0,0,0,0,0,0,0
"ENSG00000203262",0,0,0,0,0,0,0,0
"ENSG00000232069",0,0,0,0,0,0,0,0
"ENSG00000271209",0,0,0,0,0,0,0,0
"ENSG00000223260",0,0,0,0,0,0,0,0
"ENSG00000229693",0,0,0,0,0,0,0,0
"ENSG00000147202",974,1039.0823,842.6719,1007.5736,1036.6803,1130,854.5147,571
"ENSG00000207426",0,1,0,0,0,0,0,0
"ENSG00000204086",22,38,15,27,10,15,5,10
"ENSG00000214628",0,2,2,2,1,0,0,0
"ENSG00000277900",1,1,0,0,1,0,0,0
"ENSG00000265260",3,1,1,4,0,1,0,0
"ENSG00000236256",18,26.9177,14.3281,40.4264,8.3197,4,4.4853,5
"ENSG00000233887",0,0,0,0,0,0,0,0
"ENSG00000237752",0,0,0,0,0,0,0,0
"ENSG00000234889",1,0,0,0,0,0,0,0
"ENSG00000236243",0,0,0,0,0,0,0,0
"ENSG00000271322",0,0,0,0,0,0,0,0
"ENSG00000213704",0,0,0,0,0,0,0,0
"ENSG00000226837",0,0,0,0,0,0,0,0
"ENSG00000281566",0,0,0,0,0,0,0,0
"ENSG00000270308",0,0,0,0,0,0,0,0
"ENSG00000215070",2,0,0,0,0,0,0,0
"ENSG00000229946",0,0,0,0,0,0,0,0
"ENSG00000252296",0,0,0,0,0,0,0,0
"ENSG00000236988",2,0,0,0,0,0,0,0
"ENSG00000230592",1,0,0,0,0,0,0,0
"ENSG00000165194",0,0,0,0,0,0,1,0
"ENSG00000000005",2,0,0,0,0,0,0,0
"ENSG00000000003",4,1,6,3,10,5,14,10
"ENSG00000102359",19.3425,8.0293,59.807,28.6318,30.426,77.0473,76.3351,119.6547
"ENSG00000102362",22.6575,24.9707,15.193,33.3682,64.574,123.9527,51.6649,55.3453
"ENSG00000223819",0,0,0,0,0,0,0,0
"ENSG00000238116",0,0,0,0,0,0,0,0
"ENSG00000275320",0,0,0,0,0,0,0,0
"ENSG00000101811",548,357,482,362,741,464,728.0001,523
"ENSG00000202231",0,0,0,0,0,0,0,0
"ENSG00000007952",3,1,1,0,2,0,0,0
"ENSG00000239345",0,0,0,0,0,0,0,0
"ENSG00000233680",0,0,0,0,0,0,0,0
"ENSG00000179031",3,2,0,0,0,0,0,0
"ENSG00000182489",3,1,4,0,8,3,1,0
"ENSG00000182574",1,2,0,0,0,0,0,0
"ENSG00000174225",9,2,0,2,0,2,0,0
"ENSG00000188917",608.9889,339,557,324,642.0001,340,643.0001,465
"ENSG00000225839",0,0,0,0,0,0,0,0
"ENSG00000126950",0,0,0,0,0,0,0,0
"ENSG00000102384",78,14,91,13,104,41,87,26
"ENSG00000231643",0,0,0,0,0,0,0,0
"ENSG00000102385",0,1,13,4,9,5,2,2
"ENSG00000102387",1,2,0,0,0,0,0,0
"ENSG00000202024",0,0,0,0,0,0,0,0
"ENSG00000270813",0,0,2,0,3,0,0,0
"ENSG00000183911",1,0,0,0,0,0,0,0
"ENSG00000126953",213,52,176.9419,55,252,32,256,33
"ENSG00000010671",2292.0002,2117.9998,1978.9999,2712.9998,2400.0002,1615.0001,2308,1487
"ENSG00000241343",2606.0002,928.9999,2472,1010.853,2039.2316,1132,2932.9998,1503.9998
"ENSG00000257529",1.5942e-06,3.6741e-18,0,8.4847,5.1136,1.121e-44,0,0
"ENSG00000102393",5151,2741.9998,3993.0002,3335.9998,6546.0005,7968.0005,5707.9995,7819
"ENSG00000126945",2734,1981,2301,2224.6624,2976.655,4250,2824,3832
"ENSG00000196440",268,120,152,139,204,136,142,65
"ENSG00000234557",0,6,0,0,0,0,0,1
"ENSG00000237682",1,0,0,0,1,0,0,0
"ENSG00000126947",446,530,521,932,877,837,662,691
"ENSG00000204072",0,0,0,0,0,0,0,0
"ENSG00000198960",887,398,820.0001,369,1040,519,913.9999,454
"ENSG00000102401",1902,941.9999,1700,1249,2218,2131.0002,2082,1797.9999
"ENSG00000228275",0,0,0,0,0,0,0,0
"ENSG00000261101",27,27,25,24,26,16,19,11
"ENSG00000207291",0,0,0,0,0,0,0,0
"ENSG00000286000",6,1,1,1,0,0,2,0
"ENSG00000184867",42,69,44,112,71,188,52,80
"ENSG00000223753",2,0,0,0,0,0,0,0
"ENSG00000212584",0,0,0,0,0,0,0,0
"ENSG00000229090",0,0,0,0,0,0,0,0
"ENSG00000178146",0,0,0,1,0,7,0,0
"ENSG00000126952",2,1,0,0,0,3,0,0
"ENSG00000166432",286,262,168,215,163,232,124,94
"ENSG00000235196",5,4,4,5,0,1,1,0
"ENSG00000252810",0,0,0,0,0,0,0,0
"ENSG00000235976",0,0,0,0,0,0,0,0
"ENSG00000226119",0,0,0,0,0,0,0,0
"ENSG00000234901",0,0,0,0,0,0,0,0
"ENSG00000184905",2,0,0,0,0,0,0,0
"ENSG00000204071",1.0332,0,0,0,0,0,0,0
"ENSG00000184515",0,0,0,0,1,0,1,0
"ENSG00000251525",0,0,0,0,0,0,0,0
"ENSG00000268235",0,0,0,0,0,0,0,0
"ENSG00000269405",0,0,0,0,0,0,0,0
"ENSG00000273746",0,0,0,0,0,0,0,0
"ENSG00000284800",0,0,0,0,0,0,0,0
"ENSG00000269437",0,0,0,0,0,0,0,0
"ENSG00000231590",0,0,0,0,0,0,0,0
"ENSG00000215029",0,0,0,0,0,0,0,0
"ENSG00000158164",0,4,0,0,0,0,0,0
"ENSG00000176318",0,0,0,0,0,0,0,0
"ENSG00000196970",0,0,0,1,0,0,0,0
"ENSG00000125962",371.366,205.0382,341.8895,227.3316,474.3901,338.9026,386.0837,220.5394
"ENSG00000271147",99.4176,29.9618,61.4204,38.2768,51.6099,28.062,52.5231,26.4606
"ENSG00000270050",0,0,0,0,0,0,0,0
"ENSG00000227211",1,2,5,1,1,2,0,0
"ENSG00000198932",75,45,62,49,62,38,17,9
"ENSG00000252294",0,0,0,0,0,0,0,0
"ENSG00000230320",0,0,1,0,0,0,0,0
"ENSG00000158301",70.0998,24,62.6901,39.3916,82,79.0354,34.8197,46
"ENSG00000286237",17.4517,9,0,0,9.4613,0,6.7406,0
"ENSG00000198908",16.6778,1.21e-13,19,18,24.5387,12,19.833,14
"ENSG00000223546",69,40,48,31,52,16.1017,40.3181,19
"ENSG00000232282",4,1,1,7,2,3,2,0
"ENSG00000229954",0,0,0,1,0,0,0,0
"ENSG00000237300",0,0,0,0,0,0,0,0
"ENSG00000237628",0,1,0,0,0,0,0,0
"ENSG00000228316",0,0,1,0,0,0,0,0
"ENSG00000224471",0,1,1,0,1,0,0,0
"ENSG00000226056",2,3,2,2,1,0,0,0
"ENSG00000234886",1,7,2,0,0,0,0,1
"ENSG00000227649",0,1,0,1,0,0,0,0
"ENSG00000229794",4,0,3,1,1,0,0,3
"ENSG00000239407",33,23,18,17,25,20.8983,23.6819,20
"ENSG00000102128",13.519,5,6.0102,10.8948,11.4163,5.7749,0,0.5093
"ENSG00000234050",6.5071e-14,0,0,0,0,0,1,0
"ENSG00000224632",3,0,0,2,1,0,0,0
"ENSG00000133169",3,0,2,2,5,4,0,46
"ENSG00000147206",34,12,23,4,26,10,38,27
"ENSG00000226241",4,1,1,2,0,0,2,1
"ENSG00000233071",0,0,0,0,0,0,0,0
"ENSG00000102409",603,285,495,466,703,534,659,611
"ENSG00000180964",440,314,439,494,675,716,588,873
"ENSG00000224692",0,0,0,0,0,0,0,0
"ENSG00000204065",0,0,0,0,0,0,0,0
"ENSG00000133134",2,2,3,1,5,3,6,6
"ENSG00000182916",1,0,0,0,0,0,0,0
"ENSG00000238049",0,0,0,0,0,0,0,0
"ENSG00000185222",157,86,276,245,259,649,172,592
"ENSG00000166681",55,24,334,192,217,231,103,107
"ENSG00000281091",0,0,1,0,4,1,0,0
"ENSG00000234405",0,0,0,2.2131,0,0,0,0
"ENSG00000172476",5.481,10,8.9898,3.8921,4.5837,2.2251,0,1.4907
"ENSG00000133142",409,155,568,315,871.0001,452,525,383
"ENSG00000279894",14,5,7,11,8,5,1,3
"ENSG00000196507",172.1605,86,163.2295,141.292,310.194,327.0614,219,252
"ENSG00000224031",0,0,2,0,2,0,0,0
"ENSG00000172465",185.8062,112,216.7705,165.708,324.806,299.9386,228,224
"ENSG00000180284",2,0,0,1,0,0,0,0
"ENSG00000123562",2845,1272,2462.9995,1569.9614,3557,1979.991,3513.915,2241
"ENSG00000231154",9,3,3,3.0386,0,2.0091,4.085,0
"ENSG00000188828",0,0,0,0,0,0,0,0
"ENSG00000179363",0,0,0,0,0,0,0,0
"ENSG00000123560",2,3,0,0,1,1,0,0
"ENSG00000123570",9,18,20,30,18,6,8,5
"ENSG00000222419",0,0,0,0,0,0,0,0
"ENSG00000231787",0,0,0,1,1,0,0,0
"ENSG00000276298",0,0,0,1,0,0,0,0
"ENSG00000234345",1,0,1,2,1,8,0,0
"ENSG00000231728",2.6231,2,1,4,1,0,0,1
"ENSG00000158427",3.3769,8,2,12,4,6,7,1
"ENSG00000230312",0,3,2,0,0,0,1,0
"ENSG00000227067",0,0,0,0,0,0,0,0
"ENSG00000123569",0,0,0,0,0,0,0,0
"ENSG00000101812",0,0,1,0,0,0,0,0
"ENSG00000235946",0,0,0,1,0,0,0,0
"ENSG00000269226",0,0,1,2,0,0,0,0
